city,state,church,total_members,additions,losses,ruling_elders,deacons,tithes_offerings,building_fund_offering,total_contributions,other_income,total_church_income,current_expenses,building_fund_disbursed,grand_total_disbursements,per_capita_giving
Mauldin,SC,Horizon Church,344,36,7,9,8,NA,NA,0,NA,0,NA,NA,0,0
Tomball,TX,Hosanna Community Church,27,0,3,1,NA,109630,NA,109630,NA,109630,100395,NA,100395,4060.37037037037
Hospers,IA,Hospers Presbyterian Church,227,10,8,4,6,439506,28921,479677,731,480408,154280,2084,264844,3606.59398496241
Birmingham,AL,Household of Faith Church,92,10,6,4,5,117983,0,129484,0,129484,109719,0,117536,1823.71830985915
Friends Wood,TX,Houston Church for the Lord,31,6,0,NA,NA,78668,170,79206,NA,79206,71000,12000,88400,2555.03225806452
Kathleen,GA,Houston Lake Presbyterian Church,248,14,12,9,13,810500,0,843064,7014,850078,505510,0,594970,3995.56398104265
Houston,MS,Houston Presbyterian Church,41,0,0,3,NA,76900,NA,76900,NA,76900,67069,NA,67069,1875.60975609756
Hudsonville,MI,Hudsonville Reformed Church,628,69,36,7,6,1193911,NA,1205619,32121,1237740,831898,NA,1027893,2632.35589519651
Hunt Valley,MD,Hunt Valley Church,932,47,53,10,0,3911374,27471,4160050,200468,4360518,3565881,94730,4085970,5985.68345323741
Duluth,GA,Icthus Presbyterian Mission,11,0,1,0,0,27571,NA,27571,NA,27571,2000,18000,28400,2757.1
Caguas,PR,Iglesia Comunion,69,1,0,NA,NA,NA,NA,0,NA,0,NA,NA,0,0
Midlothian,VA,Iglesia Hispana Presbiteriana,16,5,0,5,NA,80739,NA,87664,NA,87664,80977,NA,85859,7305.33333333333
San Juan,PR,Iglesia La Travesía,95,0,0,NA,NA,NA,NA,0,NA,0,NA,NA,0,0
Laredo,TX,Iglesia La Vid,60,10,0,3,1,126551,NA,127301,NA,127301,141250,NA,157525,2121.68333333333
Waukesha,WI,Iglesia Presbiteriana Corpus Christi,23,2,0,NA,NA,25203,NA,117433,NA,117433,91065,NA,91065,7828.86666666667
Miami,FL,Iglesia Rey de Gloria,46,5,0,NA,NA,21000,NA,66000,NA,66000,NA,NA,152,1434.78260869565
Buena Park,CA,Il Shin Presbyterian Church,48,3,4,NA,NA,279098,NA,279098,NA,279098,287357,NA,287357,5814.54166666667
Clarkston,MI,Immanuel Clarkston PCA,4,0,0,0,0,20000,0,20000,NA,20000,42000,NA,42000,5000
Floral Park,NY,Immanuel Presbyterian Church,30,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Norfolk,VA,Immanuel Presbyterian Church,96,1,8,3,4,NA,NA,0,NA,0,NA,NA,0,0
DeLand,FL,Immanuel Presbyterian Church,153,17,5,3,3,410000,NA,452900,NA,452900,NA,NA,76839,3538.28125
Hayward,CA,Indelible Grace Church,180,15,8,3,0,555176,NA,555176,NA,555176,533247,26364,600643,4205.87878787879
Memphis,TN,Independent Presbyterian Church,1834,42,361,31,26,4147352,NA,4147352,NA,4147352,4203933,NA,4541433,3085.82738095238
Lancaster,SC,Indian Land Presbyterian Church Mission,13,11,0,0,0,83531,0,320691,0,320691,208513,0,210613,29153.7272727273
Atlanta,GA,Intown Community Church,595,31,3,14,30,2222347,NA,2330969,363180,2694149,2554737,200000,2969451,4588.52165354331
Dundalk,MD,Inverness Presbyterian Church,92,4,1,3,2,102914,0,115125,8655,123780,176644,0,190694,1495.12987012987
Phoenixville,PA,Iron Works Church,248,23,15,4,6,660516,10214,774020,71765,845785,595191,116228,799461,4526.43274853801
West Chester,PA,Iron Works Church West Chester,62,0,0,NA,NA,292738,NA,292738,NA,292738,NA,NA,15380,4721.58064516129
Itta Bena,MS,Itta Bena-Morgan City Presbyterian Church,8,0,0,1,NA,19375,NA,19375,NA,19375,10262,NA,14127,2421.875
Green Bay,WI,Jacob's Well Presbyterian Church,430,74,7,8,4,1266623,100975,1519535,4569,1524104,869361,370472,1586317,3626.57517899761
Valencia,CA,Jesus Family Presbyterian Church,50,0,0,NA,NA,90000,NA,90000,NA,90000,80000,NA,155000,2571.42857142857
Suwanee,GA,Jesus Hope Church of Georgia,278,7,5,4,8,470441,62845,594539,NA,594539,491233,93269,642602,3002.72222222222
West Jordan,UT,Jordan Valley Church PCA,189,18,9,4,5,254822,51481,354488,22600,377088,288297,0,348982,2813.39682539683
Clarksville,TN,Journey Together Presbyterian Church,13,2,0,NA,NA,19460,1340,20800,6700,27500,30220,NA,31320,2080
Johns Creek,GA,Joy of All Nations Church,25,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Houston,TX,Joyful Community Church of Texas,23,4,0,1,1,45439,NA,45439,24067,69506,42934,NA,53828,2672.88235294118
Newport Beach,CA,Jubilee Church,49,0,11,NA,NA,176268,NA,176268,NA,176268,185283,NA,185283,3597.30612244898
Anaheim,CA,Jungkm Church,8,1,1,NA,NA,37000,NA,37000,NA,37000,40000,NA,40000,4625
Charleston,WV,Kanawha Salines Presbyterian Church,62,6,7,4,2,88555,NA,88555,NA,88555,60000,NA,65800,2059.41860465116
Goodyear,AZ,King of Kings,236,24,8,7,6,405684,84265,522894,64000,586894,464791,63858,553798,2563.20588235294
Carrollton,GA,King's Chapel Presbyterian Church,390,49,26,4,8,1074000,0,1074000,NA,1074000,747000,NA,889860,3948.52941176471
Long Beach,CA,King's Church,166,18,0,8,5,610794,NA,620794,NA,620794,768934,NA,804150,4738.88549618321
Edmond,OK,King's Cross Church,206,33,19,5,0,568944,NA,568944,NA,568944,443627,NA,487380,3143.33701657459
Flushing,NY,King's Cross Church,130,2,21,3,12,451176,0,467536,8213,475749,475749,0,572478,4495.53846153846
Ashburn,VA,King's Cross Church,98,14,11,3,4,366243,NA,374429,401,374830,365710,NA,378301,5348.98571428571
Springboro,OH,King's Cross Community Church,117,41,5,4,0,251784,355676,680085,25000,705085,NA,NA,12000,8001
Kingstree,SC,Kingstree Presbyterian Church,197,10,14,8,9,638285,NA,677569,0,677569,446521,0,566654,4131.51829268293
St. Louis,MO,Kirk of the Hills Presbyterian Church,909,37,6,19,16,2599127,580,2980108,3533995,6514103,2431559,0,6419215,3947.16291390728
Benton,KS,Kirk of the Plains,45,9,0,4,0,122834,32946,158230,NA,158230,114615,0,116215,5651.07142857143
Leechburg,PA,Kiski Valley Presbyterian Church,74,17,41,5,4,144085,NA,144085,NA,144085,125004,0,144800,2287.06349206349
Sylacauga,AL,Knollwood Presbyterian Church,82,1,1,3,3,194585,12850,241111,67,241178,175084,NA,208851,2940.37804878049
Columbia,NJ,Knowlton Presbyterian Church,79,0,4,3,5,221754,NA,228015,NA,228015,176094,NA,232042,3737.95081967213
Harrison Township,MI,Knox Presbyterian Church,433,13,21,10,NA,1101313,NA,1129907,22738,1152645,1006873,58800,1164655,2973.43947368421
Louisville,KY,Korea SaeHan Church of Louisville,36,8,8,1,0,141861,50,146506,NA,146506,131545,NA,146396,5232.35714285714
Ridgeland,MS,Korean American Church of Jackson,40,5,0,NA,22,61508,7570,70304,NA,70304,62131,7380,78604,2343.46666666667
Centreville,VA,Korean Central Presbyterian Church,10724,585,242,12,147,8818797,1670357,11156437,720915,11877352,8954031,918764,11403198,1938.22741487144
Mason,OH,Korean Central Presbyterian Church of Cincinnati,60,11,2,NA,NA,118264,47771,166035,5928,171963,114228,95241,217302,4369.34210526316
Hoffman Estates,IL,Korean Church of Chicago,508,35,27,7,7,647669,NA,837669,NA,837669,484000,50000,833500,2553.86890243902
North Ft. Myers,FL,Korean Community Church of Ft. Myers,16,4,0,0,10,35778,0,37238,3500,40738,NA,NA,0,2482.53333333333
Jacksonville,FL,Korean Cornerstone Presbyterian Church of Jacksonville,16,0,0,0,0,12180,200,33616,17866,51482,33779,500,37737,2101
Tallahassee,FL,Korean Cornerstone Presbyterian Church of Tallahassee,10,0,0,0,0,14400,0,14400,NA,14400,NA,NA,0,1440
Marietta,GA,Korean Covenant Presbyterian Church,278,18,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Houston,TX,Korean Faith Presbyterian Church of Houston,30,0,0,NA,NA,96000,NA,96000,NA,96000,80000,NA,94900,3200
Tucker,GA,Korean First Presbyterian Church,62,10,7,5,31,189035,0,201248,315000,516248,373678,189881,564859,3245.93548387097
Columbia,MO,Korean First Presbyterian Church of Columbia,64,19,7,8,3,52763,NA,102407,NA,102407,NA,8000,17900,1600.109375
Corpus Christi,TX,Korean Grace Presbyterian Church of Corpus Christi,21,0,0,NA,NA,133668,NA,145889,NA,145889,102950,20000,136450,7678.36842105263
Ann Arbor,MI,Korean Presbyterian Church of Ann Arbor,61,6,7,3,16,157840,NA,168672,1267,169939,159973,NA,170337,3922.60465116279
Chantilly,VA,Korean Presbyterian Church of Centreville,65,8,5,3,20,79096,NA,100962,12000,112962,33966,48563,101134,1602.57142857143
Houston,TX,Korean Presbyterian Church of Houston,224,0,1,4,6,300000,20000,420000,0,420000,20000,20000,402400,2009.56937799043
Woodside,NY,Korean Presbyterian Church of Southern New York,300,0,0,NA,NA,2330,NA,2330,NA,2330,NA,NA,697,7.76666666666667
St. Louis,MO,Korean Presbyterian Church of St. Louis,339,45,41,8,12,682515,0,800922,117238,918160,589369,73729,775697,2840.14893617021
Fairfax,VA,Korean Presbyterian Church of Washington,470,0,0,6,18,1000000,NA,1400000,NA,1400000,1000000,300000,1383600,3684.21052631579
Warminster,PA,Korean Saints Presbyterian Church,92,14,14,2,2,110510,10,110520,0,110520,124337,0,129547,1649.55223880597
Knoxville,TN,Korean Sarang Church of Knoxville,133,25,0,1,6,140000,10000,150000,NA,150000,NA,NA,25000,1271.18644067797
Philadelphia,PA,Korean United Church of Philadelphia,655,0,60,7,17,656585,0,722166,NA,722166,496504,12280,703560,1102.54351145038
Waterloo,ON,KW Redeemer,156,7,5,2,NA,246000,0,260200,7500,267700,189800,0,215200,3516.21621621622
La Crescenta,CA,La Crescenta New Light Church,35,5,0,1,0,100000,0,100000,0,100000,100000,NA,100600,2857.14285714286
Houston,TX,La Trinidad,72,8,3,4,2,90100,0,92100,1000,93100,86000,8000,102600,1354.41176470588
Orlando,FL,La Vina,41,0,0,NA,NA,144785,NA,144785,NA,144785,111190,NA,116527,4136.71428571429
Orlando,FL,Lake Baldwin Church,371,29,23,6,10,981685,NA,1019944,10902,1030846,1027157,NA,1070530,4047.39682539683
Equality,AL,Lake Martin Church,23,23,0,6,0,241479,NA,291963,NA,291963,40000,0,42968,12694.0434782609
Orlando,FL,Lake Nona Presbyterian Church,95,17,37,3,2,128636,0,134195,0,134195,138473,0,145212,2096.796875
Eatonton,GA,Lake Oconee Presbyterian Church,199,25,11,8,7,1132647,131044,1265371,39077,1304448,839880,131044,1130817,6556.32642487047
Lake Worth,FL,Lake Osborne Presbyterian Church,242,6,3,3,3,432952,6400,439352,19504,458856,384517,46077,494019,2230.21319796954
Mount Gilead,NC,Lake Tillery Church,33,0,2,3,3,131330,0,132830,NA,132830,115437,9000,138537,5534.58333333333
Madison,WI,Lake Trails Presbyterian Church,67,7,5,3,3,226099,NA,226099,11125,237224,261686,NA,305154,4110.89090909091
Flowood,MS,Lakeland Presbyterian Church,547,22,12,9,13,949455,71416,1152720,2601,1155321,624497,177687,911929,2602.07674943567
Augusta,GA,Lakemont Presbyterian Church,306,17,6,4,8,803863,1420,980857,9131,989988,910154,19760,1079078,4104.00418410042
Denver,NC,Lakeshore Church,28,0,9,1,0,72472,NA,78200,17290,95490,105823,NA,115665,3910
Mount Dora,FL,Lakeside Covenant Church,100,22,0,0,0,406675,50250,540727,NA,540727,253866,0,287865,6675.64197530864
Southlake,TX,Lakeside Presbyterian Church,309,22,7,5,6,846468,NA,866521,5097,871618,578382,122387,749543,4068.17370892019
Vernon Hills,IL,Lakeview Presbyterian Church,54,7,21,3,2,233096,0,234131,11267,245398,288646,14316,323345,5089.80434782609
Morristown,TN,Lakeway Presbyterian Church,304,0,0,NA,NA,230536,NA,230536,NA,230536,204964,NA,205921,789.506849315069
Dallas,TX,Lakewood Presbyterian Church,53,0,0,4,7,154571,0,161116,26030,187146,143853,0,160619,3039.92452830189
Pell City,AL,Lakewood Presbyterian Church,50,9,0,2,2,193000,NA,193000,NA,193000,133400,NA,140000,4488.37209302326
Hatfield,PA,Lansdale Presbyterian Church,260,6,7,10,14,584997,0,674495,4190,678685,387699,91166,568000,3458.94871794872
Las Vegas,NV,Las Vegas Presbyterian Church,76,4,1,2,NA,204013,900,245784,NA,245784,158026,82744,243928,3234
Bovard,PA,Laurel Highlands Presbyterian Church,64,0,0,3,0,83686,0,83686,0,83686,121000,0,128100,1859.68888888889
Tupelo,MS,Lawndale Presbyterian Church,512,29,6,10,19,1275473,0,1275473,34380,1309853,921225,0,1184432,2892.22902494331
Leakesville,MS,Leakesville Presbyterian Church,60,8,5,5,0,54083,0,54083,0,54083,22450,0,23330,901.383333333333
Winnsboro,SC,Lebanon Presbyterian Church,162,6,7,7,6,373465,3345,387505,NA,387505,316670,NA,387905,2392.00617283951
Abbeville,SC,Lebanon Presbyterian Church,42,1,4,2,1,138938,NA,138938,NA,138938,119380,NA,130916,3473.45
Learned,MS,Lebanon Presbyterian Church,30,0,1,3,3,NA,NA,0,NA,0,NA,NA,0,0
Cleona,PA,Lebanon Valley Presbyterian Church,62,7,0,2,0,101670,NA,120052,53571,173623,165804,NA,170023,3530.94117647059
Allentown,PA,Lehigh Valley Presbyterian Church,59,6,7,1,8,86814,NA,88814,NA,88814,109866,NA,119366,1614.8
Lennox,SD,Lennox Ebenezer Presbyterian Church,231,0,9,5,15,326540,0,345421,1100,346521,294671,0,355368,1701.58128078818
Lexington,SC,Lexington Presbyterian Church,488,17,38,14,10,1328227,NA,1381607,NA,1381607,995445,NA,1286509,3176.10804597701
Philadelphia,PA,Liberti Church of the River Wards,207,5,18,3,2,488745,NA,488745,NA,488745,NA,NA,52295,3054.65625
Poulsbo,WA,Liberty Bay Presbyterian Church,135,1,6,6,8,392894,NA,392894,9760,402654,240347,9600,337902,4092.64583333333
Owings Mills,MD,"Liberty Church, PCA",177,3,12,4,2,586290,0,594279,10379,604658,63589,21917,239826,4402.06666666667
Cross Hill,SC,Liberty Springs Presbyterian Church Mission,36,3,1,3,NA,145000,5000,156000,NA,156000,125000,NA,139000,5032.25806451613
Davie,FL,Lighthouse Christian Fellowship,66,15,11,1,1,117480,100,182665,NA,182665,176129,NA,176369,2854.140625
Leonia,NJ,Lighthouse Korean Presbyterian Church,20,0,0,NA,NA,36101,NA,36101,NA,36101,NA,NA,11765,1805.05
Victoria,BC,Lighthouse Presbyterian Church,156,17,19,3,5,297126,NA,297126,73729,370855,339618,NA,370179,2803.07547169811
Lillian,AL,Lillian Fellowship Church,66,0,2,3,4,147404,NA,153524,1373,154897,119253,NA,132268,3337.47826086957
Chicago,IL,Lincoln Square Presbyterian Church,161,13,25,3,6,412633,0,454861,0,454861,430000,0,493000,4173.03669724771
Linden,AL,Linden Presbyterian Church,34,9,3,2,1,41681,NA,41681,5100,46781,26500,12100,45500,1389.36666666667
Fort Deposit,AL,Little Sandy Ridge Presbyterian Church,29,1,5,5,2,35218,NA,44820,555,45375,19756,6000,43335,1545.51724137931
Noblesville,IN,Living Branch,70,0,7,4,0,323657,NA,325057,28000,353057,192397,NA,224813,5804.58928571429
Manhasset,NY,Living Faith Community Church,297,4,7,9,14,593535,206,619038,0,619038,NA,0,0,3034.5
Los Angeles,CA,Living Faith Presbyterian Church,109,4,25,2,2,250000,0,250000,0,250000,224600,25000,250000,3378.37837837838
Alpharetta,GA,Living Fellowship Church,30,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anderson,SC,Living Hope,60,6,15,1,1,182075,0,220250,NA,220250,153706,0,191145,4686.17021276596
Terre Haute,IN,Living Hope Church,22,4,4,1,0,112073,0,164267,NA,164267,159050,0,159560,7466.68181818182
Palisades Park,NJ,Living Hope Church,80,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chicago,IL,"Living Hope Church, Chicago",37,6,6,NA,NA,67462,NA,172162,57623,229785,233029,NA,245527,5063.58823529412
Tea,SD,Living Hope Community Church,57,1,4,2,2,163880,NA,164870,44,164914,151539,NA,163781,2892.45614035088
Hamilton,OH,Living Hope PCA,101,10,0,3,3,218374,33871,258150,3272,261422,229100,54100,301700,3911.36363636364
Havre de Grace,MD,Living Hope Presbyterian Church,161,23,8,4,4,326870,0,327359,0,327359,189000,89700,371434,2442.9776119403
Oshkosh,WI,Living Stone Church,77,8,0,2,0,188822,301,193232,NA,193232,159000,NA,175376,3331.58620689655
Parkville,MD,Loch Raven Presbyterian Church,191,20,9,6,3,463670,NA,464906,NA,464906,366201,NA,438744,2887.6149068323
Ridgeway,SC,Longtown Presbyterian Church,35,29,0,4,2,51831,1713,65677,10651,76328,46126,10127,58333,1876.48571428571
Lookout Mountain,TN,Lookout Mountain Presbyterian Church,1818,84,85,29,29,5820456,3610793,9431249,NA,9431249,3859073,2466402,7127475,6599.89433170049
Lowndesboro,AL,Lowndesboro Presbyterian Church,3,0,0,1,0,44121,15000,59171,0,59171,20031,21935,46066,19723.6666666667
Loxley,AL,Loxley Presbyterian Church,38,11,4,2,0,131962,0,143162,NA,143162,50335,37249,93984,3976.72222222222
Macon,GA,Macon Korean Presbyterian Church,45,5,1,1,25,40000,NA,65000,NA,65000,NA,NA,500,1477.27272727273
Macon,MS,Macon Presbyterian Church,36,0,0,NA,NA,77609,NA,77609,NA,77609,NA,NA,12447,2155.80555555556
Madison,MS,Madison Heights Church,1180,155,17,12,15,3233506,NA,3233506,594,3234100,1830121,1703617,3859539,3364.73048907388
Madison,WI,Madison Sah-lang Church,75,15,0,NA,NA,100000,NA,100000,NA,100000,15000,NA,30700,1333.33333333333
Magee,MS,Magee Presbyterian Church,50,19,1,4,0,27685,0,27685,4800,32485,40036,0,42412,643.837209302326
Columbus,MS,Main Street Presbyterian Church,140,18,7,5,6,606000,49010,776655,12500,789155,545670,32340,679210,5547.53571428571
Asheville,NC,Malvern Hills Presbyterian Church,60,0,0,NA,NA,142890,NA,142890,NA,142890,176947,NA,189697,2801.76470588235
Manhattan,KS,Manhattan Presbyterian Church,86,47,46,3,0,204000,NA,204000,NA,204000,190000,NA,206400,2756.75675675676
Cochranville,PA,Manor Presbyterian Church,171,6,3,4,4,350050,NA,366300,674,366974,231625,NA,288145,2289.375
Pontotoc,MS,Maple Drive Presbyterian Church,30,0,0,NA,NA,88899,NA,88899,NA,88899,NA,NA,12230,2963.3
Livermore,CA,Maranatha Vision Church,409,53,10,9,13,1497498,13479,1510977,NA,1510977,2028923,69616,2135539,3694.32029339853
Marco Island,FL,Marco Presbyterian Church,184,18,13,6,6,1167869,192166,1416732,20037,1436769,1080136,192165,1421695,8432.92857142857
Marion,AL,Marion Presbyterian Church,17,3,2,2,1,NA,NA,0,NA,0,NA,NA,0,0
Marissa,IL,Marissa Presbyterian Church,83,1,5,4,NA,268949,4804,280745,2698,283443,156804,8990,210626,3599.29487179487
Marks,MS,Marks Presbyterian Church,46,0,0,NA,NA,86537,NA,86537,NA,86537,NA,NA,6412,1881.23913043478
Union,SC,McCutchen Memorial Presbyterian Church,15,0,0,NA,NA,16391,NA,16391,NA,16391,NA,NA,1799,1092.73333333333
Collins,MS,McDonald Presbyterian Church,45,1,3,3,4,97056,NA,97556,NA,97556,68498,NA,70998,2567.26315789474
Pensacola,FL,McIlwain Memorial Presbyterian Church,281,10,14,8,12,750090,0,835189,26872,862062,603019,0,749935,3663.10964912281
McLean,VA,McLean Korean Presbyterian Church,160,1,0,3,7,404576,NA,404576,NA,404576,NA,NA,500,2528.6
McLean,VA,McLean Presbyterian Church,2081,116,80,22,27,7247978,NA,7747554,189894,7937448,6921724,0,7872005,4833.15907673113
Greeneville,TN,Meadow Creek Presbyterian Church,79,6,6,2,4,132424,NA,132424,19423,151847,113249,NA,137499,2207.06666666667
West Chester,PA,Meadowcroft Presbyterian Church,326,21,3,4,1,666001,NA,666001,10021,676022,337000,89160,530030,3415.38974358974
Lexington,NC,Meadowview Reformed Presbyterian Church,334,22,29,8,7,770648,NA,829185,8375,837560,875068,0,1010371,2657.64423076923
Meadville,MS,Meadville Presbyterian Church,35,0,0,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melbourne,FL,Melbourne Open Kingdom,47,0,9,NA,NA,136000,NA,136000,NA,136000,10000,24000,34000,3162.79069767442
Elizabethton,TN,Memorial Presbyterian Church,116,16,2,5,6,220049,200,246642,12036,258678,241290,274430,538860,2242.2
Glassboro,NJ,Mercy Hill Presbyterian Church,158,12,7,3,5,339828,70000,423691,10000,433691,330176,54129,425054,3887.07339449541
Dellslow,WV,Mercy Presbyterian Church,112,23,6,3,5,221880,70022,291902,5344,297246,140661,70022,224483,3317.06818181818
Dallas,TX,Mercy Presbyterian Church,173,25,2,5,5,567871,0,569494,40159,609653,570267,0,631351,3291.87283236994
Forest,VA,Mercy Presbyterian Church,499,64,24,7,8,812139,255000,1067139,NA,1067139,517848,NA,592348,2907.73569482289
Goose Creek,SC,Metro North Presbyterian Church,168,11,17,5,6,321107,NA,321107,527,321634,304042,NA,326200,2293.62142857143
Carrollton,TX,Metrocrest Presbyterian Church,193,10,25,6,4,407193,0,407193,1516,408709,462616,73965,570764,2593.58598726115
Granger,IN,Michiana Covenant PCA,142,21,17,4,5,198032,0,202032,121649,323681,209456,0,305340,1697.74789915966
Butler,PA,Middlesex Presbyterian Church,160,0,3,7,3,80765,1520,92153,7725,99878,58939,14233,78030,575.95625
Indianapolis,IN,Midtown Church,192,2,15,4,5,417656,10060,434756,92230,526986,262693,33416,355247,2683.67901234568
St. Louis,MO,Midtown Church,95,7,1,2,1,210086,29668,239754,4342,244096,203537,336916,546609,3688.52307692308
Raleigh,NC,Midtown Community Church,305,22,0,3,4,430280,NA,430280,20316,450596,396649,NA,429769,2039.24170616114
Nashville,TN,Midtown Fellowship Church,1893,345,129,29,NA,NA,NA,0,NA,0,NA,NA,0,0
Tucson,AZ,Midtown Presbyterian Church,83,19,6,4,3,285000,NA,285000,NA,285000,254000,NA,285300,3653.84615384615
Jonesborough,TN,Midway Presbyterian Church,27,0,0,1,1,48932,NA,48932,NA,48932,48732,NA,48932,2038.83333333333
Powder Springs,GA,Midway Presbyterian Church,602,20,11,12,14,2097565,NA,2176950,NA,2176950,1601295,NA,2209496,4774.01315789474
Millbrook,AL,Millbrook Presbyterian Church,185,8,17,6,7,307417,700,319638,450,320088,296546,34972,391224,2174.40816326531
Escondido,CA,Mision Vida Nueva,50,0,0,NA,NA,47738,NA,47738,NA,47738,NA,NA,33381,954.76
Manhattan,IL,Missio Dei Church,73,7,0,2,3,174216,0,174280,33784,208064,178109,12973,204295,2904.66666666667
Greenville,SC,Mitchell Road Presbyterian Church,2320,149,12,48,52,5359727,3925,5596198,100916,5697114,4289000,398798,5648691,3197.82742857143
Fairfax,VA,Mok Yang Presbyterian Church Mission,85,32,13,0,0,89738,49451,165303,10000,175303,91535,62300,172885,2582.859375
Monroeville,AL,Monroeville Presbyterian Church,76,4,4,3,5,203427,1585,205012,NA,205012,172615,542,199674,2808.38356164384
Pike Road,AL,Montgomery Open Kingdom Presbyterian Church,65,15,0,NA,NA,133000,NA,133000,NA,133000,143000,NA,143000,2046.15384615385
Albuquerque,NM,Mosaic Church,94,0,0,NA,NA,302000,NA,302000,NA,302000,332000,NA,364000,4194.44444444444
Silver Spring,MD,Mosaic Community Church,151,11,10,4,2,346000,0,346000,0,346000,NA,NA,0,3802.1978021978
Moss Point,MS,Moss Point Presbyterian Church,37,10,2,3,0,75263,0,80263,20000,100263,58000,0,60596,2169.27027027027
Mount Airy,MD,Mount Airy Presbyterian Church,119,6,8,4,5,390342,425,402027,104,402131,343069,0,403144,3941.44117647059
Roebuck,SC,Mount Calvary Presbyterian Church,350,11,17,11,16,729631,25590,774748,NA,774748,583007,28603,723305,2786.86330935252
Pinson,AL,Mount Calvary Presbyterian Church,93,1,0,5,3,128329,0,128329,0,128329,100741,0,124314,1624.41772151899
Bailey,MS,Mount Carmel Presbyterian Church,10,0,0,NA,NA,4092,NA,4092,NA,4092,NA,NA,267,409.2
